vehicle_id,last_updated,previous_stop,next_stop,origin_stop,destination_stop,lat,lon,route
2367,2025-11-13T13:12:15-06:00,Unknown,Lincoln and Kettering Park,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.13235,-88.217833,ILLINI South
2020,2025-11-13T13:12:27-06:00,LAR,Unknown,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.1022,-88.2192,ILLINI South
2018,2025-11-13T13:12:27-06:00,Green and Goodwin,Transit Plaza,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.110317,-88.228233,ILLINI South
2260,2025-11-13T13:12:24-06:00,Lincoln and Kettering Park,ONYX Apartments,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.128067,-88.2196,ILLINI South
2261,2025-11-13T13:12:27-06:00,First and Stadium,First and Armory,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.10255,-88.238583,ILLINI North
2022,2025-11-13T13:12:21-06:00,Armory and Wright,Illini Union,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.105983,-88.228783,ILLINI North
2365,2025-11-13T13:12:27-06:00,LAR,Lincoln and Illinois,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.106933,-88.21915,ILLINI North
2263,2025-11-13T13:12:15-06:00,Unknown,First and Armory,First and Gregory,Kettering and Linview,40.0989,-88.233433,ILLINI NORTH
2017,2025-11-13T13:12:21-06:00,Fifth and Chalmers,Third and Daniel,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.106867,-88.23325,ILLINI South
2105,2025-11-13T13:07:51-06:00,Unknown,Wright and Chalmers,Transit Plaza,LAR,40.102667,-88.240083,ILLINI SOUTH
2367,2025-11-13T13:12:15-06:00,Unknown,Lincoln and Kettering Park,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.13235,-88.217833,ILLINI South
2020,2025-11-13T13:13:51-06:00,LAR,Unknown,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.0995,-88.220583,ILLINI South
2018,2025-11-13T13:13:42-06:00,Illini Union,Wright and Chalmers,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.1084,-88.228883,ILLINI South
2260,2025-11-13T13:13:54-06:00,LINC Apartments,Lincoln and Wascher,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.12535,-88.21955,ILLINI South
2261,2025-11-13T13:13:42-06:00,First and Armory,Third and Daniel,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.107217,-88.238667,ILLINI North
2022,2025-11-13T13:13:54-06:00,Transit Plaza,Goodwin at Materials Research,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.108967,-88.228867,ILLINI North
2365,2025-11-13T13:13:42-06:00,Lincoln and Illinois,Chemical and Life Sciences,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.10905,-88.22125,ILLINI North
2263,2025-11-13T13:12:30-06:00,Unknown,First and Armory,First and Gregory,Kettering and Linview,40.09875,-88.23345,ILLINI NORTH
2017,2025-11-13T13:13:48-06:00,Third and Daniel,First and Armory,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.107967,-88.23685,ILLINI South
2105,2025-11-13T13:07:51-06:00,Unknown,Wright and Chalmers,Transit Plaza,LAR,40.102667,-88.240083,ILLINI SOUTH
2367,2025-11-13T13:20:33-06:00,Unknown,Lincoln and Kettering Park,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.132433,-88.219283,ILLINI South
2020,2025-11-13T13:20:36-06:00,Unknown,Pennsylvania and Maryland Dr.,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.099483,-88.220933,ILLINI North
2018,2025-11-13T13:20:39-06:00,First and Gregory,Activities and Recreation,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.103783,-88.238683,ILLINI South
2260,2025-11-13T13:20:33-06:00,Green and Goodwin,Transit Plaza,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.11055,-88.2251,ILLINI South
2261,2025-11-13T13:20:33-06:00,Transit Plaza,Goodwin at Materials Research,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.110167,-88.228817,ILLINI North
2022,2025-11-13T13:20:36-06:00,Goodwin and Main,Lincoln and Church,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.11625,-88.22395,ILLINI North
2365,2025-11-13T13:20:42-06:00,Gregory at Library,Fourth and Peabody,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.103533,-88.2335,ILLINI North
2263,2025-11-13T13:20:39-06:00,First and Gregory,First and Daniel,First and Gregory,Kettering and Linview,40.105617,-88.238583,ILLINI NORTH
2017,2025-11-13T13:20:36-06:00,Fourth and Gregory,Gregory at Mumford Hall,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.104117,-88.228467,ILLINI South
2105,2025-11-13T13:20:39-06:00,Unknown,Wright and Chalmers,Transit Plaza,LAR,40.1163,-88.234067,ILLINI SOUTH
2367,2025-11-13T13:21:30-06:00,Lincoln and Killarney,LINC Apartments,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.131233,-88.219617,ILLINI South
2020,2025-11-13T13:21:36-06:00,Unknown,Pennsylvania and Maryland Dr.,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.099483,-88.220933,ILLINI North
2018,2025-11-13T13:21:39-06:00,First and Stadium,Fourth and Peabody,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.101417,-88.237317,ILLINI South
2260,2025-11-13T13:21:39-06:00,Green and Goodwin,Transit Plaza,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.110317,-88.228183,ILLINI South
2261,2025-11-13T13:21:33-06:00,Transit Plaza,Goodwin at Materials Research,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.110383,-88.226833,ILLINI North
2022,2025-11-13T13:21:36-06:00,University and Goodwin,Fairview and Lincoln,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.116433,-88.219817,ILLINI North
2365,2025-11-13T13:21:30-06:00,Fourth and Gregory,Activities and Recreation,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.10175,-88.23345,ILLINI North
2263,2025-11-13T13:21:39-06:00,First and Armory,Third and Daniel,First and Gregory,Kettering and Linview,40.107517,-88.23865,ILLINI NORTH
2017,2025-11-13T13:21:33-06:00,Gregory at Library,Goodwin and Gregory,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.104167,-88.225783,ILLINI South
2105,2025-11-13T13:21:39-06:00,Unknown,Wright and Chalmers,Transit Plaza,LAR,40.116317,-88.22955,ILLINI SOUTH
2367,2025-11-13T13:22:33-06:00,Lincoln and Kettering Park,ONYX Apartments,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.128033,-88.219633,ILLINI South
2020,2025-11-13T13:22:36-06:00,Unknown,Pennsylvania and Maryland Dr.,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.099483,-88.220933,ILLINI North
2018,2025-11-13T13:22:39-06:00,Activities and Recreation,Fourth and Gregory,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.10145,-88.233733,ILLINI South
2260,2025-11-13T13:22:30-06:00,Illini Union,Wright and Chalmers,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.109733,-88.228867,ILLINI South
2261,2025-11-13T13:22:36-06:00,Illini Union,Goodwin and Main,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.110483,-88.224283,ILLINI North
2022,2025-11-13T13:22:36-06:00,University and Goodwin,Fairview and Lincoln,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.116433,-88.2195,ILLINI North
2365,2025-11-13T13:22:36-06:00,Fourth and Peabody,First and Stadium,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.1015,-88.236367,ILLINI North
2263,2025-11-13T13:22:33-06:00,First and Daniel,Fourth and Chalmers,First and Gregory,Kettering and Linview,40.107917,-88.2373,ILLINI NORTH
2017,2025-11-13T13:22:33-06:00,Goodwin and Gregory,Krannert Center,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.105833,-88.22385,ILLINI South
2105,2025-11-13T13:22:39-06:00,Unknown,Wright and Chalmers,Transit Plaza,LAR,40.1134,-88.229017,ILLINI SOUTH
2367,2025-11-13T13:23:33-06:00,LINC Apartments,Lincoln and Wascher,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.125533,-88.219533,ILLINI South
2020,2025-11-13T13:23:36-06:00,Unknown,Pennsylvania and Maryland Dr.,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.099483,-88.220933,ILLINI North
2018,2025-11-13T13:23:39-06:00,Fourth and Peabody,Gregory at Library,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.103667,-88.233367,ILLINI South
2260,2025-11-13T13:23:39-06:00,Transit Plaza,Fifth and Chalmers,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.107533,-88.22885,ILLINI South
2261,2025-11-13T13:23:36-06:00,Goodwin at Materials Research,University and Goodwin,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.112,-88.223883,ILLINI North
2022,2025-11-13T13:23:36-06:00,Lincoln and Church,Lincoln and Wascher,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.119933,-88.219367,ILLINI North
2365,2025-11-13T13:23:36-06:00,Activities and Recreation,First and Gregory,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.102567,-88.23855,ILLINI North
2263,2025-11-13T13:23:30-06:00,Third and Daniel,Fifth and Armory,First and Gregory,Kettering and Linview,40.107933,-88.234517,ILLINI NORTH
2017,2025-11-13T13:23:33-06:00,Goodwin and Nevada,Illinois Street Residence Hall,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.108233,-88.223817,ILLINI South
2105,2025-11-13T13:22:54-06:00,Unknown,Wright and Chalmers,Transit Plaza,LAR,40.1132,-88.229017,ILLINI SOUTH
2367,2025-11-13T13:24:33-06:00,ONYX Apartments,Fairview and Lincoln,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.122517,-88.2195,ILLINI South
2020,2025-11-13T13:24:36-06:00,Unknown,Pennsylvania and Maryland Dr.,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.099483,-88.220933,ILLINI North
2018,2025-11-13T13:24:39-06:00,Fourth and Peabody,Gregory at Library,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.10395,-88.233383,ILLINI South
2260,2025-11-13T13:24:42-06:00,Wright and Chalmers,Fourth and Chalmers,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.106817,-88.230317,ILLINI South
2261,2025-11-13T13:24:36-06:00,Goodwin and Main,Lincoln and Church,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.115267,-88.224,ILLINI North
2022,2025-11-13T13:24:36-06:00,Lincoln and Wascher,Lincoln and Bradley,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.12475,-88.21945,ILLINI North
2365,2025-11-13T13:24:36-06:00,First and Gregory,First and Daniel,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.104417,-88.238567,ILLINI North
2263,2025-11-13T13:24:30-06:00,Fourth and Chalmers,Armory and Wright,First and Gregory,Kettering and Linview,40.105567,-88.233467,ILLINI NORTH
2017,2025-11-13T13:24:36-06:00,Krannert Center,Lincoln and Illinois,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.109017,-88.221767,ILLINI South
2105,2025-11-13T13:22:54-06:00,Unknown,Wright and Chalmers,Transit Plaza,LAR,40.1132,-88.229017,ILLINI SOUTH
2367,2025-11-13T13:25:33-06:00,Fairview and Lincoln,Campus Circle,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.117833,-88.219483,ILLINI South
2020,2025-11-13T13:25:36-06:00,Unknown,Pennsylvania and Maryland Dr.,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.099483,-88.220933,ILLINI North
2018,2025-11-13T13:25:39-06:00,Fourth and Gregory,Gregory at Mumford Hall,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.104133,-88.229083,ILLINI South
2260,2025-11-13T13:25:27-06:00,Fifth and Chalmers,Third and Daniel,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.106817,-88.232767,ILLINI South
2261,2025-11-13T13:25:36-06:00,University and Goodwin,Fairview and Lincoln,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.116217,-88.223933,ILLINI North
2022,2025-11-13T13:25:36-06:00,Lincoln and Bradley,Kettering and Linview,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.129417,-88.2195,ILLINI North
2365,2025-11-13T13:25:36-06:00,First and Daniel,Fourth and Chalmers,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.107883,-88.238483,ILLINI North
2263,2025-11-13T13:25:33-06:00,Fifth and Armory,Transit Plaza,First and Gregory,Kettering and Linview,40.1054,-88.230533,ILLINI NORTH
2017,2025-11-13T13:25:36-06:00,Lincoln and Illinois,LAR,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.1072,-88.219317,ILLINI South
2105,2025-11-13T13:22:54-06:00,Unknown,Wright and Chalmers,Transit Plaza,LAR,40.1132,-88.229017,ILLINI SOUTH
2367,2025-11-13T13:26:30-06:00,Lincoln and Church,Goodwin and Clark,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.116717,-88.219433,ILLINI South
2020,2025-11-13T13:26:36-06:00,Unknown,Pennsylvania and Maryland Dr.,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.099483,-88.220933,ILLINI North
2018,2025-11-13T13:26:36-06:00,Gregory at Library,Goodwin and Gregory,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.104133,-88.226633,ILLINI South
2260,2025-11-13T13:26:27-06:00,Fourth and Chalmers,First and Daniel,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.10795,-88.23515,ILLINI South
2261,2025-11-13T13:26:36-06:00,University and Goodwin,Fairview and Lincoln,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.116417,-88.219467,ILLINI North
2022,2025-11-13T13:26:36-06:00,Kettering and Linview,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.1317,-88.217767,ILLINI North
2365,2025-11-13T13:26:33-06:00,First and Daniel,Fourth and Chalmers,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.107883,-88.235933,ILLINI North
2263,2025-11-13T13:26:33-06:00,Fifth and Armory,Transit Plaza,First and Gregory,Kettering and Linview,40.105933,-88.22875,ILLINI NORTH
2017,2025-11-13T13:26:36-06:00,Lincoln and Oregon,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.103817,-88.219233,ILLINI South
2105,2025-11-13T13:22:54-06:00,Unknown,Wright and Chalmers,Transit Plaza,LAR,40.1132,-88.229017,ILLINI SOUTH
2367,2025-11-13T13:27:33-06:00,Lincoln and Church,Goodwin and Clark,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.116483,-88.221633,ILLINI South
2020,2025-11-13T13:27:39-06:00,Pennsylvania Ave. Residence Hall,LAR,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.099467,-88.221017,ILLINI North
2018,2025-11-13T13:27:36-06:00,Gregory at Mumford Hall,Goodwin and Nevada,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.104133,-88.22405,ILLINI South
2260,2025-11-13T13:27:27-06:00,Third and Daniel,First and Armory,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.107917,-88.237283,ILLINI South
2261,2025-11-13T13:27:33-06:00,Lincoln and Wascher,Lincoln and Bradley,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.123233,-88.219433,ILLINI North
2022,2025-11-13T13:27:36-06:00,Kettering and Linview,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.132333,-88.217817,ILLINI North
2365,2025-11-13T13:27:33-06:00,Third and Daniel,Fifth and Armory,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.1077,-88.233467,ILLINI North
2263,2025-11-13T13:27:33-06:00,Armory and Wright,Illini Union,First and Gregory,Kettering and Linview,40.108483,-88.228783,ILLINI NORTH
2017,2025-11-13T13:27:36-06:00,LAR,Unknown,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.099433,-88.22005,ILLINI South
2105,2025-11-13T13:22:54-06:00,Unknown,Wright and Chalmers,Transit Plaza,LAR,40.1132,-88.229017,ILLINI SOUTH
2367,2025-11-13T13:28:33-06:00,Goodwin and Clark,Goodwin at Ceramics Building,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.115533,-88.2241,ILLINI South
2020,2025-11-13T13:28:39-06:00,Pennsylvania Ave. Residence Hall,LAR,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.100633,-88.222783,ILLINI North
2018,2025-11-13T13:28:36-06:00,Goodwin and Nevada,Illinois Street Residence Hall,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.106167,-88.2238,ILLINI South
2260,2025-11-13T13:28:27-06:00,First and Daniel,First and Gregory,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.106333,-88.238683,ILLINI South
2261,2025-11-13T13:28:33-06:00,Atrium Apts,Lincoln and Kettering Park,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.127167,-88.21945,ILLINI North
2022,2025-11-13T13:28:39-06:00,Lincoln and Killarney,LINC Apartments,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.13155,-88.21965,ILLINI South
2365,2025-11-13T13:28:30-06:00,Fourth and Chalmers,Armory and Wright,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.105383,-88.232633,ILLINI North
2263,2025-11-13T13:28:39-06:00,Transit Plaza,Goodwin at Materials Research,First and Gregory,Kettering and Linview,40.1102,-88.22875,ILLINI NORTH
2017,2025-11-13T13:28:33-06:00,Pennsylvania Ave. Residence Hall,LAR,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.09945,-88.221167,ILLINI North
2105,2025-11-13T13:28:39-06:00,Unknown,Wright and Chalmers,Transit Plaza,LAR,40.111667,-88.228917,ILLINI SOUTH
2367,2025-11-13T13:29:33-06:00,Goodwin and Main,Green and Goodwin,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.11215,-88.223983,ILLINI South
2020,2025-11-13T13:29:39-06:00,Pennsylvania and Maryland Dr.,Lincoln and Oregon,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.101567,-88.219117,ILLINI North
2018,2025-11-13T13:29:30-06:00,Goodwin and Nevada,Illinois Street Residence Hall,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.106817,-88.223833,ILLINI South
2260,2025-11-13T13:29:30-06:00,First and Armory,First and Stadium,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.104233,-88.238683,ILLINI South
2261,2025-11-13T13:29:36-06:00,Lincoln and Bradley,Kettering and Linview,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.129883,-88.219167,ILLINI North
2022,2025-11-13T13:29:39-06:00,Lincoln and Kettering Park,ONYX Apartments,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.128033,-88.219633,ILLINI South
2365,2025-11-13T13:29:33-06:00,Fifth and Armory,Transit Plaza,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.105417,-88.2306,ILLINI North
2263,2025-11-13T13:29:39-06:00,Transit Plaza,Goodwin at Materials Research,First and Gregory,Kettering and Linview,40.110367,-88.22675,ILLINI NORTH
2017,2025-11-13T13:29:33-06:00,Pennsylvania and Maryland Dr.,Lincoln and Oregon,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.100567,-88.221967,ILLINI North
2105,2025-11-13T13:29:21-06:00,Transit Plaza,Fifth and Chalmers,Transit Plaza,LAR,40.110483,-88.228917,ILLINI SOUTH
2367,2025-11-13T13:30:33-06:00,Goodwin at Ceramics Building,Illini Union,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.110833,-88.224,ILLINI South
2020,2025-11-13T13:30:33-06:00,LAR,Lincoln and Illinois,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.1047,-88.21915,ILLINI North
2018,2025-11-13T13:30:27-06:00,Krannert Center,Lincoln and Illinois,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.109017,-88.22285,ILLINI South
2260,2025-11-13T13:30:27-06:00,First and Stadium,Fourth and Peabody,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.101433,-88.238333,ILLINI South
2261,2025-11-13T13:30:36-06:00,Kettering and Linview,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.13235,-88.21785,ILLINI North
2022,2025-11-13T13:30:39-06:00,LINC Apartments,Lincoln and Wascher,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.124967,-88.219567,ILLINI South
2365,2025-11-13T13:30:39-06:00,Armory and Wright,Illini Union,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.1061,-88.228733,ILLINI North
2263,2025-11-13T13:30:33-06:00,Illini Union,Goodwin and Main,First and Gregory,Kettering and Linview,40.11125,-88.223817,ILLINI NORTH
2017,2025-11-13T13:30:33-06:00,Pennsylvania and Maryland Dr.,Lincoln and Oregon,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.10325,-88.21915,ILLINI North
2105,2025-11-13T13:30:39-06:00,Unknown,Wright and Chalmers,Transit Plaza,LAR,40.108267,-88.228867,ILLINI SOUTH
2367,2025-11-13T13:31:27-06:00,Green and Goodwin,Transit Plaza,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.110533,-88.225167,ILLINI South
2020,2025-11-13T13:31:33-06:00,Lincoln and Oregon,Illinois Street Residence Hall,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.1076,-88.2192,ILLINI North
2018,2025-11-13T13:31:27-06:00,Illinois Street Residence Hall,Lincoln and Oregon,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.109033,-88.22015,ILLINI South
2260,2025-11-13T13:31:30-06:00,Activities and Recreation,Fourth and Gregory,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.101417,-88.235383,ILLINI South
2261,2025-11-13T13:31:39-06:00,Unknown,Lincoln and Kettering Park,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.131783,-88.21965,ILLINI South
2022,2025-11-13T13:31:39-06:00,ONYX Apartments,Fairview and Lincoln,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.123217,-88.219533,ILLINI South
2365,2025-11-13T13:31:36-06:00,Armory and Wright,Illini Union,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.108417,-88.228783,ILLINI North
2263,2025-11-13T13:31:39-06:00,Goodwin at Materials Research,University and Goodwin,First and Gregory,Kettering and Linview,40.1126,-88.2239,ILLINI NORTH
2017,2025-11-13T13:31:30-06:00,Lincoln and Oregon,Illinois Street Residence Hall,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.10795,-88.219217,ILLINI North
2105,2025-11-13T13:31:33-06:00,Transit Plaza,Fifth and Chalmers,Transit Plaza,LAR,40.107033,-88.228883,ILLINI SOUTH
2367,2025-11-13T13:32:39-06:00,Illini Union,Wright and Chalmers,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.110317,-88.228467,ILLINI South
2020,2025-11-13T13:32:33-06:00,Lincoln and Oregon,Illinois Street Residence Hall,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.109167,-88.219733,ILLINI North
2018,2025-11-13T13:32:30-06:00,Lincoln and Illinois,LAR,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.107067,-88.2193,ILLINI South
2260,2025-11-13T13:32:30-06:00,Activities and Recreation,Fourth and Gregory,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.10145,-88.233683,ILLINI South
2261,2025-11-13T13:32:09-06:00,Unknown,Lincoln and Kettering Park,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.131783,-88.21965,ILLINI South
2022,2025-11-13T13:32:39-06:00,Lincoln and Church,Goodwin and Clark,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.117583,-88.2195,ILLINI South
2365,2025-11-13T13:32:27-06:00,Transit Plaza,Goodwin at Materials Research,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.109983,-88.2288,ILLINI North
2263,2025-11-13T13:32:36-06:00,Goodwin and Main,Lincoln and Church,First and Gregory,Kettering and Linview,40.115,-88.224,ILLINI NORTH
2017,2025-11-13T13:32:30-06:00,Lincoln and Oregon,Illinois Street Residence Hall,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.109067,-88.220233,ILLINI North
2105,2025-11-13T13:32:30-06:00,Wright and Chalmers,Fourth and Chalmers,Transit Plaza,LAR,40.106833,-88.231833,ILLINI SOUTH
2367,2025-11-13T13:33:36-06:00,Illini Union,Wright and Chalmers,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.108233,-88.228867,ILLINI South
2020,2025-11-13T13:33:33-06:00,Lincoln and Illinois,Chemical and Life Sciences,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.1091,-88.222033,ILLINI North
2018,2025-11-13T13:33:30-06:00,Lincoln and Oregon,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.104433,-88.219233,ILLINI South
2260,2025-11-13T13:33:30-06:00,Fourth and Peabody,Gregory at Library,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.103067,-88.233367,ILLINI South
2261,2025-11-13T13:32:09-06:00,Unknown,Lincoln and Kettering Park,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.131783,-88.21965,ILLINI South
2022,2025-11-13T13:33:39-06:00,Lincoln and Church,Goodwin and Clark,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.11645,-88.219833,ILLINI South
2365,2025-11-13T13:33:39-06:00,Transit Plaza,Goodwin at Materials Research,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.110333,-88.227133,ILLINI North
2263,2025-11-13T13:33:39-06:00,University and Goodwin,Fairview and Lincoln,First and Gregory,Kettering and Linview,40.116367,-88.222683,ILLINI NORTH
2017,2025-11-13T13:33:27-06:00,Illinois Street Residence Hall,Goodwin and Nevada,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.10905,-88.2236,ILLINI North
2105,2025-11-13T13:33:30-06:00,Fourth and Chalmers,First and Daniel,Transit Plaza,LAR,40.10775,-88.233467,ILLINI SOUTH
2367,2025-11-13T13:34:30-06:00,Wright and Chalmers,Fourth and Chalmers,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.106817,-88.229583,ILLINI South
2020,2025-11-13T13:34:33-06:00,Lincoln and Illinois,Chemical and Life Sciences,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.1091,-88.222033,ILLINI North
2018,2025-11-13T13:34:30-06:00,LAR,Unknown,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.101783,-88.219183,ILLINI South
2260,2025-11-13T13:34:30-06:00,Fourth and Peabody,Gregory at Library,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.103933,-88.233383,ILLINI South
2261,2025-11-13T13:32:09-06:00,Unknown,Lincoln and Kettering Park,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.131783,-88.21965,ILLINI South
2022,2025-11-13T13:34:39-06:00,Campus Circle,Goodwin and Main,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.115767,-88.224117,ILLINI South
2365,2025-11-13T13:34:33-06:00,Illini Union,Goodwin and Main,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.110483,-88.224283,ILLINI North
